@relation TestTweets

@attribute calculatedScore {-1.0,1.0}
@attribute tweetText string

@data
-1.0,'@swindleuk tho they said say, the music industry is kind of a mess, \'commercially\' even my man jay-z the (cont) http://tl.gd/bsct2'
1.0,'Why customer focus? Reason12: Everybody sells. When everyone in your organisation is focused on delighting customers, they are selling.'
-1.0,'aww, i was gnna do a special 4000th tweeet, i just realiseed i passed it..........a while ago :\'( im on 4017'
-1.0,'@neilhimself And we are all very sad about that but, alas, will settle for regular ol\' on-the-ground hugs.'
-1.0,'@kendoork what do you mean left? but you still love her right? huhu. what\'s wrong with popoy? :('
1.0,'@donna_81 I\'m doing well =) just listening to music and waiting for the Olympics to begin'
-1.0,'I watch the omnibus RT @AldeciaM0laudzi: Agreed! RT @MsLeloB: Become a #RhythmCityzen RT @Nhlanhla_: Isiding is boring these days gosh!'
-1.0,'Wow. Think I\'m gonna have to start retouching dark circles from my own eyes. Can I get away with wearing concealer on the daily??!'
1.0,'RT @S3ackii: #pausemarley lol you think you dennis rodman lol...lmaoooo'
-1.0,'Drug violence flares in border cities http://bit.ly/9CwR5e'
1.0,'@RealMen_Sparkle :)It tastes awesome !! try and tell me later whatcha think about xD missed you'
-1.0,'#doyouhaveto rock that V-neck jus to show ya babychest tat #cumonson yu fiendin'
-1.0,'I wont be sleeping tonight.'
1.0,'Just finished a meeting with the netherlands rugby board, great people.'
-1.0,'RT @sannyhalim: miss my frnds in a sudden.Ijustdon\'t want farewell cmes that fast.It\'s like in just 2 months we have to say bye to each othr'
1.0,'Me + my dad have no shame x) it\'s hilarious ... I ended up cackling so bad. Lull.'
-1.0,'Doesn\'t know what to do.. Wait in my room until 2? I think soo'
-1.0,'Just because I like girls doesn\'t mean I like you. I\'m picky, I like a certain type of bitch - and you\'re not it.'
-1.0,'i need something to read...but winglin is under maintenance ~'
1.0,'@ItsAnnieEmma i DO care about the tsumani!! im just not tweeting about it cuz thats not what my followers want to read.mind ur own businness'
-1.0,'@tgoodnight Isn\'t that the way it is with old houses? Everything\'s a non-standard size, type...Do you have any other ways of staying warm?'
1.0,'@CharlottePoole FFS tho i do love golden syrup! 8D <3'
1.0,'Jeff Beck on His Legendary Unreleased 1970 Motown Album! | for more info go to: http://wp.me/pJSnd-HK'
-1.0,'@Dream_Chaser87 lol & how would u know if i only just told u - ice skating can be fun as long as we don\'t crack our ass on the ice - OUCH!!'
1.0,'Yea you know me! Congrats to the pre-nom! -NaVell. RT @rickygoldin Who\'s down with RPG??? I\'m back!'
-1.0,'Sleep...me and U always fight. Why cant we come to a compromise huh?'
-1.0,'RT @elliottyamin: Complete and utter choas on the streets...no power...my heart is beatin outta my chest!....tsunami warnin...I am only a mile inland!'
1.0,'LORENZOfarrell - lmfao, ilove weezy w. all my heart thoe.'
-1.0,'RT @QJa421: @besdress waasupp~ i know im late as hell but wats up'
1.0,'It\'s so good to know that the hill I live by is really know as Depot Hill & not just (rhymes w/) Jigger Hill...'
1.0,'@SaphireTopaz I wish!'
-1.0,'Beyond ready to go home.'
1.0,'20 miles in 3:00:02 :):)'
-1.0,'hate to say it, but it feels like watching for a train wreak that will \'probably\' happen.'
1.0,'As much as I love you all, I must make a move and do something. Back laters xx'
1.0,'@thisplum You\'re not a Delapore too, are you? Been hearing things in my wall on and off for a while and I haven\'t eaten anyone yet AFAIK'
1.0,'Wow, 98\% of people like MILFs. http://bit.ly/bAAcVF #milfs'
-1.0,'Just when I thought @bet couldn\'t get worse they put this whack ass clown nigga waka fucka lame on 106 and park smh'
-1.0,'suck my cock, bytch http://photos-f.ak.fbcdn.net/hphotos-ak-snc3/hs109.snc3/15713_104923232868667_100000529737664_135172_292841_n.jpg'
1.0,'SPOTD _____MAKE___ME___AN___OFFER___ON___ANYTHING_____I_dare_you: I have to clear out my stock room ready for painting and would rathe...'
-1.0,'wish twitter would decide whether to have the lists as \"@matteh/list\" or \"list\", cant be doing with it changing.'
-1.0,'RT @bobbymacReuters: Earthquake, 7.0, hit Okinawa too, apparently. That was 5:31 a.m. local time to Japan.'
1.0,'@Hoodstar87 Lol!! You got jokes huh! But yes indeed it is party time!!'
1.0,'BRING JAEBUM BACK NOW!!RT @weheartkpop: Read this everyone. Please. http://bit.ly/9XlxbZ'
1.0,'@tinkeylicious http://twitpic.com/15o97f share lng poh.. which pic of Melai is ur fave? hehehe'
1.0,'Yung Berg & Lil Mama would be a perfect couple! http://bit.ly/cUy8Pp'
1.0,'I hope everyone finds one. RT @MyAnnoyances: A truly good relationship is one where both individuals think they\'re the lucky one.'
1.0,'RT @jobm Really enjoyed episode 9 of Dexter season 4. I would want to watch more, but another early day ahead.'
-1.0,'In conclusion, I\'m a horrible person.'
1.0,'RT @ITSNIKKITIME: YES....I watched Seventeen Again..and I loved it....guilty pleasure?'
-1.0,'Tryin to figure out what the hell is wrong with this phone'
-1.0,'@MJLove1827 yes, u see why I cursed alot last night? Something I hardly ever do. That part when he did the CPR on the bed n they showed how'
1.0,'RT @asmaax3: Wesbrook wants to play for the Bears.: how about at SD? : }'
1.0,'What about the olimpics? Netherlands rocks on socks..'
1.0,'@knightrider233 Hahahahahaha! We need to start a @JonathanRKnight stiffy collection! http://tweetphoto.com/12622317'
1.0,'@D3theCB i feel ya.. way to waste my whole Saturday!'
1.0,'rt @BOSSINBECCA_JTB YB\'Z SMACKFEST TONIGHT!!! HMMMM!!===> dey been havin a smack for the past 2 dayssss..lml..'
-1.0,'uqhh moms just left me home wid my sisters smhh'
1.0,'@LISAefBABY u know what i mean!'
-1.0,'@Catch_Up_Haters go to bed u always getin smacked I thought u was a good boy'
-1.0,'I Make Mistakes That I Don\'t Ever Make Excuses For, Like Leaving Girls That Loves Me And Constantly Seducing Hoes'
1.0,'RT @dapoawofisayo: LONDON!!!! Follow @THEREALSWIZZZ now he will follow you back!!!........'
-1.0,'People told me slow my roll Im screaming out fuck that imma do juss what i want....... Im gonna pursuit a happiness that what I know'
-1.0,'I do miss my bf!! :( ahh! \"Life really does suk and then u die\". Gotta luv my optimism and now my phones dying.'
1.0,'@ the cookout w @locngrowpromo ppls in the hooooood!!! We r hving soooo much fun!! http://tweetphoto.com/12705637'
-1.0,'Good lord, Maxine Waters, I suspected that you weren\'t up to your job, and now you\'ve supplied the world with proof http://is.gd/9hmIH'
1.0,'Just left goose island got my eat on now it\'s time to go shoppin! Magnificent Mile here I come...'
-1.0,'@iloveSP_SG it was ok, my golfish died :( what about you?'
-1.0,'#wholiedtoyou and told you that you looked CUTE with that NASTY, BUSTED, STINK WEAVE of yours?!?!'
1.0,'Join MyLikes, very interesting..http://bit.ly/cl4bZa'
-1.0,'In the car rn. Oh. I have been having this urge to sing. :O But the radio has been playing songs I don\'t know, especially Bieber\'s One Time.'
-1.0,'Whoever greenlighted these Census ads should be fired.'
1.0,'RT @whymommy: I\'m using The Twit Cleaner to find all the spammers & junk on twitter. You should check it out: http://thetwitcleaner.com'
1.0,'@rsmiff can @mattyg share that with me ? ;)'
1.0,'Motherjane and Led Zepplica gonna rock the show tonite!'
1.0,'totally met the soup nazi tonight! best night of my life? probably...'
1.0,'As I drank Green tea AND didn\'t buy cake today. I have treated myself to the Maryland cookies that were left over watching Lost last night.'
1.0,'@mikejulietbravo She claims she was framed ~ and it seems the Brit government, US lawyers etc, think this extremely likely...'
-1.0,'No 46 would have broke the all time record he tied it'
-1.0,'Cold burrrrr'
1.0,'@R_C_bdb *climbs in bed and gives you a deep full kiss as common faded and switches to \"orange moon\" by badu*. Good night Kalfu.'
-1.0,'i\'m gonna upload a video. i understand it\'s no time for entertainment, but i\'m just upload*ing.'
1.0,'@jonnycampbell Hope you and the MDD team have a great night. Will raise a glass to you at the 40th party I\'m at.'
1.0,'Done wit this studying biz! Time to head home to nap and then steppin out'
1.0,'Dope set to brov got something cooking for Zouk RT @DeejayZee: @HarmonixEnt guy, your set was too hot. People are gonna die tonight at Zouk'
1.0,'Happy birthday baby sister :) awws my bibi is 19!!'
-1.0,'RT @tattEd_MoMMi: twitter aint no joke..shit will make ya man now..friends lateer...and friends now..enemies lata'
1.0,'Air De Venecia: http://bit.ly/a5Wcu3. Man that kid can jump!'
-1.0,'@anabuenviaje haha I found out why its not working, its a problem at my end, delete my contact and I may ask u to send me an invite again.'
-1.0,'Damn man ! I shouldve called earlier . The karoke contest started 2 hrs ago ... Ughh :(??R'
-1.0,'I hope everything will be alright :\'('
1.0,'Weebee\'s Cafe on #Yelp: Good food, good service, interesting atmosphere. My first experience at Weebee\'s Cafe was po... http://bit.ly/ci4Ugh'
-1.0,'Screen issues has delayed the JooJoo tablet, now expected on 25th March http://cli.gs/1nqHN'
-1.0,'\"But I guess things change it\'s funny how success brings pain\"'
-1.0,'RT @elliottyamin: Oh shit!!..here come some more aftershox....sweet jesus,and baby jesus!! #Chile #TerremotoChile'
-1.0,'apparently I can\'t spell... Sorry Bede Burdidge, ah, I mean Bede Durbidge!!!'
1.0,'I did 50 sit ups. I feel better about myself now.'
1.0,'full wend in the studio, might as well move in there at the mo, looking forward to getting out next wend, play some records and party hard'
1.0,'@xxnonnahs oh i will ;) haha jk. Lol. Ill call u tomo. Je t\'aime wifey.'
1.0,'\'Oklahoma!\' at Live Arts Md. more than OK: And its opening departed from the conventional stage filled with chorus... http://bit.ly/9Gs9mO'
1.0,'@TheSirOfBL thanks for the follow'
-1.0,'@MillyCMM u already kno u suppose 2 be here I am fucked up in my telly goin crazy'
-1.0,'RT @ihatequotes: After the storm, love won\'t break your heart, but dismiss your fears. (real talk) #ihatequotes'
-1.0,'Not sure whether this is working properly linking my Facebook status to my Twitter account'
1.0,'RT @iSasha_Fierce: #Ibelieve That Kobe Is The Best'
1.0,'I pray each day 4 ~PeaCe~ to come; I know i\'m not the only one...just think how good it would be-4 everyone to just be ?FREE??SmiLey??HaPPy?'
-1.0,'@AlpineUSA INA W900 in my H2. But having trouble with the ipod video and the wireless remote http://tweetphoto.com/12789502'
1.0,'\"When you are strong enough to love yourself 100\%, good and bad?you will be amazed at the opportunities that life... http://bit.ly/c0rCOb'
-1.0,'Damnit @kearycolbert reminding me I might have to hit play on the @PolB soon....'
1.0,'I should try to get something outta this let\'s wait and see ha'
-1.0,'@ILLMIZ said I\'m a fool,but she\'s just sittin on a stool n then im gna throw her in the pool but tht wud break a rule n we wud have to duel'
-1.0,'I don\'t think 6 hrs is enough to build new, strong calluses on the finger tips.'
1.0,'Photo: ilovesleeeep: http://tumblr.com/xru6whcc1'
1.0,'@armygirlnay oooo- hope you have glitter!! ;)'
1.0,'@hammyhavoc LOL when her mom goes back'
1.0,'@misserikaaa lol I know. haha anyway stop tweetin and rest. :) I know what\'s good for you so listen! I.T :)'
1.0,'Liked \"Patates-Sogan :)\" [pic] http://ff.im/-gHmW8'
-1.0,'#design MSI unveils R5870 Lightning Graphics Card with 15-phase Power ...: 15-phase power supply designs, two 8-pi... http://bit.ly/9qJ3B0'
-1.0,'#NowPlaying Bridging the Gap by Nas/Olu Dara'
-1.0,'Oh, &putting Breaking Dawn in 3D? I\'d love to have Edward &Jacob all up in my face. But NO 3D! It\'s a romance movie! Not action.'
1.0,'RT @xshopping @Jader_Raide I think this person is great. You should follow them. -thnxx Hun'
1.0,'Get the Best Watches @ the Best Price-Free S&H through tues. http://www.hurl.ws/c5fs'
1.0,'RT @B5Unplugged: I wish Kelly had a twitter or something so that he could see his birthday page and all of your birthday messages/wishes.'
1.0,'And this #onetime at band camp xDD'
1.0,'i just want u to be happy'
-1.0,'Tech.Blorge: Upgrading to Android 2.1 may not exactly be a painless experience: If you own an Android phone, we ha... http://bit.ly/cDVJHO'
-1.0,'I hate females wit big ass Pitbull heads'
-1.0,'Ugh i don\'t see how people wake up in the morning feeling like rap moguls because right now i feel like hell.'
1.0,'You could win the trip of a lifetime at http://RethinkWhatMatters.com - before you know it you\'ll be #rethinking in paradise. Soooo nice.'
1.0,'what\'s up with training? gdgd? hmm. jia you and see ya tomorrow! lol. @gracecwt'
1.0,'\' i only see the memoriess from u and me honey it\'s never gonna endsz ;$ jj \' .'
1.0,'RT @joejonas: I cry because I love Justin Bieber!!!'
1.0,'At the Norwood Food & Wine Festival. Gorgeous day. Let\'s have a drink! #Adelaide'
1.0,'@howlieT New pants, blankets and horlicks. Ready to take on the world, we are. #beinghuman'
1.0,'The Lovely Bones; I want to read the book!'
1.0,'RT @Masterskier: Race Day! The big one is finally here.'
1.0,'@bkbaybee14 victoria, girl you should follow comedian @kevinedwardsjr..hes funny and real..will have u laughin :)'
-1.0,'mad tired, about 2 eat den sleep'
-1.0,'The key to alot of things is balance, whether its balance of power or love, 4 some of us it seems 2 far out of reach, 2 difficult 2 achieve'
1.0,'@AyuBieberJonas um OK!:) my goal is 6 more? What about you!?'
-1.0,'@goodytwshs In my experience, the \"I\'m bored\" is usually followed by \"Can I come over\", which is answered with a resounding \"NO!\" lol'
1.0,'@JessicaVickery lol I will babe already have'
1.0,'Good Morning!! This is the day that the Lord has made. Let us rejoice and be glad in it.'
1.0,'@sonatacreative I hope you\'re going to share the recipe!'
-1.0,'didn\'t actually say that. He\'d say something much dumber and more frightening. #GOPslogans /via @Shoq the demons shuddered at Jesus too ;)'
-1.0,'well that was starnge and awkward'
1.0,'Thank You Lord, - For letting me wake up each morning and going to bed at night; for the sun; for the moon;... http://tumblr.com/xlo6wsx5v'
1.0,'@JoelMadden lol Joel, no fist pump xD hopefully when I\'m 21 you\'ll be in AC a lot (:'
1.0,'What a game!! #Terps beat #Hokies 104 - 100 in Double OT. Greivis is a beast!!'
-1.0,'#straightlyin \'man i paid full price for my polo\'.....yall tj maxx ass niggaz!'
1.0,'RT @scorcherslife: RT @Mr_Bogle: #Somewhererightnow someones eatin McDonalds in KFC < Lmao'
-1.0,'ROFL. RT @imdaviddalen if i see someone tweet about zingled one more time im gonna club a baby seal.'
1.0,'@auntyfong we\'re all working! &&& i reserved the tank for you, so nice right! hahah but you dont want. see you tmr!'
-1.0,'@nathbush dude you\'ve gone delirious after the run through the tunnel.'
1.0,'Rise and shine time!! Noshville then studio with nick to create genius..again:-)'
-1.0,'Alyssa Marie: ....really? - ? Yeah, I hate you. Get it through your big head. I don?t know how many times I... http://tumblr.com/xb26yd1mf'
-1.0,'MFL: Minor delays en route to destinations due to equipment shortages this afternoon.'
1.0,'@laurenmason1 mornin mornin babe, Did ya dwnload what\'sapp yet?? What\'s ya plans for this wkend an nx?? Gna arrange a girly nyt @ mine xxx'
1.0,'RT @michiiiiih: Someday we will be together again, huhuy i believe'
-1.0,'no way to underestimate the madness and cynicism and frank and open loathing of country that characterizes today\'s Republicans'
-1.0,'RT @arodsf: no way to underestimate the madness and cynicism and frank and open loathing of country that characterizes today\'s Republicans'
1.0,'All of the \"real\" Democrats won their respective races & will move on 2 face the 6 recalled Republican state senators on August 9 #YesWeCan'
1.0,'I feel like a kid before xmas, i cannot wait to get oneRT @NokiaKnowings: In case you missed it...Nokia N9 release date http://t.co/VjvQpHF'
1.0,'Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.'
1.0,'RT @StevenTDennis: Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.'
-1.0,'@charliemax Democrats will quickly implode and concede.  Obama will either veto the Boehner bill or invoke the 14th Amend...then IMPEACH!'
-1.0,'Once again Democrats spent all night and this morning trying to talk down the stock market...whatever happens there can be no blank check!'
1.0,'Walking through Chelsea at this time of day is rather lovely. Love London at night :D'
-1.0,'looking at the temp outside....hpw did it get hotter as the sun goes down???? Feel like i\'m in Vegas just adding humidity'
1.0,'@QuietusCyn @ShatteredYuuki Yeah, It\'s on netflix I think now. I still like the futuristic and action concepts even today.'
-1.0,'Criticism of Rick Perry is ridiculous, which choice?  Obama\'s hip-hop barbecue two days ago, or Perry praying for the President today?'
-1.0,'I\'m stuck in London again... :( I don\'t wanna spend the night in McDonald\'s!'
1.0,'Two good ABs by Hosmer against Verlander tonight, even if he has just a walk and flyout to show for it'
1.0,'@jordanknight Hope u have a great show tonight. Me & the Chi/IN girls are so excited to see you in London tomorrow!'
1.0,'Off to see Toby Keith at the Red Rock Casino amphitheater tonight in Vegas. OH YEAH :-)'
-1.0,'@YoginiJane while the met may not be perfect why don\'t you piss off to somewhere like Mexico City if you don\'t like it!!?? #tottenham'
1.0,'@LAGalaxy Thanks.  Still have love for my Galaxy!! I will cheering us on to victory at the stadium club tonite!! Beat Dallas!!'
-1.0,'One million people marched in London in the past six months. But they don\'t care until 1,000 Tottenhams tonight ~ http://t.co/z8Lv6mn'
1.0,'Going to see Rise of the Planet of the Apes tonight...oh yeah.'
1.0,'I have Austin n Dallas coming deep to Venue tonight.  HTown...lets show em how we do it out chea'
1.0,'Kicking off in London tonight? Wait til you see the West Ham fans tomorrow after we\'ve beaten them 3-0 ;)'
1.0,'Watch ESPN tonight to see me burning @JRGessler for a sick goal on the top ten. #realbackyardFIFA'
1.0,'I saw okay movie there friday night\"Rise of the Planet of the Apes\",i still like Conquest'
1.0,'had a great day today yay soxs beat yankees!!'
-1.0,'@ExecutiveOtaku o_O Well, (un)fortunately, you\'ll prob need at least one of those if you come to London in late Oct.!'
1.0,'RT @ESPNStatsInfo: Red Sox, Phillies flying high as they take out the Yankees and Giants this afternoon. CC rocked, Hamels dominates...  ...'
1.0,'@Davidheartbreak WWOOO fasho! u know i gotchu! ima c u in vegas on the 21st blud!'
1.0,'@Swimfanatic454 thanks I am! :)I saw the hollywood sign today!!!!! And in Disney I got to meet a really hot Aladdin lol :)'
-1.0,'So dry, liquidambar is dropping leaves. Keeps threatening rain, but then we just get a shower.By contrast Scotland to get up to 4\" tomorrow'
-1.0,'Congratulations to all the idiots rioting in nth London tonight - suppose we\'ll see you in the education related protests soon #singlecell'
1.0,'@NerdBlurt @tom_howarth and the Sox beat the Yankees today so I can smile!'
-1.0,'My 1st Ever Male frnd in London just send me a Ping!!! Dat ping is so annoying, he is my 1st gud frnd bet why dis Ping??? Angry much'
1.0,'Just found all of ST: Voyager on Netflix. I know what I\'m doing for the rest of the night. Woo!!'
-1.0,'PRAY NO ONE GETS HURT OR KILLED IN LONDON TONIGHT GUYS. This looks like it\'s gonna go on for hours.'
1.0,'@ChadLindberg dude you definitely need to get a part in True Blood. We had pole dancers again this year at the uk convention party tonight'
1.0,'Twitterverse blowing up about Shannon Sharpe\'s awesome Hall of Fame speech. We\'ll have the video clip on NFL.com a little later tonight.'
1.0,'RT @nfl: Twitterverse blowing up about Shannon Sharpe\'s awesome Hall of Fame speech. We\'ll have the video clip on NFL.com a little later ...'
-1.0,'We will explain the true cause of the London riots on the front page of The Sun : immigrants. \'Hero Police\' will also get a headline.'
1.0,'@missmariejames Party in the House tonight everybody gonna have a good time...Happy Independence Day #JAMAICA'
1.0,'Excited to go see Rise of the Planet of the Apes tonight'
1.0,'Wow. Just read a transcript of Shannon Sharpe\'s NFL hall of fame induction speech. I hope espn replays it again tonight.'
1.0,'Enjoying a night of #Dexter with @DomoniqueP07 :)'
1.0,'Had a little trip out to the old town of Albuquerque, could easily be Mexico or Spain! Off to Vegas 2moz should get there Monday morning!'
1.0,'Dallas!!! Are you ready to come have a great night with us?! We can\'t wait to blow the roof off with you!'
1.0,'Kolchak the Night Stalker. Before the x-files, excellent scary tv. On Netflix huzah'
1.0,'Yep and that might b my move in Dallas tonight RT @AntwannetteBond: True! Tht would b fun.. @Breedlove_08'
1.0,'Win or lose I think most Dallas fans would agree it\'s just great to play in games as big as this one tonight again after yrs of mediocrity.'
1.0,'@Gaga_Magnifique haha I duno=p I\'ll try to save heaps but Mum said shed go halves and get me an iPad for my 21st but I said I want money hah'
1.0,'@madisonstapp haha we totally should!!! My mom just asked me if I wanted to leave thurs and stay in NYC until sat then go to Italy and idk?'
1.0,'Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentlemen! #duli11'
1.0,'Ok sir RT @jikiboy: Nigeria will still top the group.If we lose,we\'ll be 2nd & face Brazil. (cont) http://tl.gd/c7ivc1'
1.0,'Another huge fireworks show @ dearborn homecoming, big enough to rival detroit s, & it happen again tomorrow night!'
1.0,'Wow!! Lady Gaga is actually at the Britney Spears Femme Fatale Concert tonight!!! She still listens to her music!!!! WOW!!!'
1.0,'Finally wrapped up shooting in Vegas, time for a good night on the town :)'
1.0,'@justinbieber is creeping! RT me Justin LOVE YA so excited for the concert in october MEXICO LOVES YOU&lt;3 u inspire me'
1.0,'RT @RoxyReynolds: 007 in Detroit wed august 17th I\'ll be dancing live!!!!! D town stand up !!! Get ready its going down!'
1.0,'@Just1Jerrah vegas here i come yeah watch out las vegas the  bring back the brown sd is taking over at las vegas next week and tomorrow'
1.0,'@Social3i Do it! With all the shade, it\'s the perfect summer outing. Plus the penguins, lions, bears, wolves... were all very active today.'
1.0,'hmmm..thinking that now is a good time to win the lottery. #311Day2012 in Vegas AND #311Cruise in May...decisions to be made!'
-1.0,'I may have just thrown a lime at an NFL player. Apologies forthcoming #ivaluemylife'
-1.0,'Let\'s see what shitty movie Netflix has recommended for me to watch tonight.'
1.0,'just got back to the crib today wasnt so bad went to Detroit and Somerset'
-1.0,'I want to see EB but idk don\'t look to good guess ill call it a netflix night.'
1.0,'@Huda_Shami he\'s a very good looking guy. Is s3 on netflix? i think I\'m watching it tonight'
1.0,'@TheCrossbarRSL It\'s pretty cool, that\'s for sure... USWMT WC, USMNT, EPL on Sat. Mornngs on all on ESPN along with Summer Euro matches #Fun'
1.0,'Got some more great pix and vids tonight in Chicago... Not sure when they\'ll get uploaded, since I\'m headed to Detroit tomorrow.'
1.0,'Talk to my Dad tonight and we suppose to go to Detroit in October to c all my family nd my great granny!!'
1.0,'Hope @elianacwg_31  lives it up tonight.. love you mama.. Will visit Dallas soon :))'
-1.0,'Today a white boy told me nicki minaj was the best female rapper. I beg to differ. Since when do schizophrenics get recognized like that?'
1.0,'@britneyspears: \"So amazing to have the beautiful Lady Gaga at the show in AC tonight. Love you girl.- Britney\"'
1.0,'@xxFranchizexx LMFAO! You know why they call Japan the \"Land of the Rising Sun\" right?...Cause everyone there is squinting all day long.'
1.0,'watching Kung Fu Panda 2 with the tribe & the nieces...a mellow evening'
1.0,'morning tweeps! i\'m going to Milan today! yaay'
1.0,'Belladonna\'s Zylona is at Aladdin\'s tonight - come enjoy the show!  Hold on to your hookahs - here\'s directions http://t.co/80FMrRs'
1.0,'@MILANSOLO Thanks for your many tweets tonight Milan.  Can\'t believe I was in the wrong place (MilansOfficial).  You made all fans so happy.'
1.0,'Tigers beat Kansas City tonight 4-3...Yay! And Austin Jackson got 1# on ESPN Sportcenter Top Plays..........Hurrah! Nice catch Austin!'
1.0,'@NancySeeger lol! Gonna make up for day off tomorrow! Also bought vertical iPad stand so I can browser test w/the lot of \'em. #geekgirl'
1.0,'@Mod_Tr3chic lol look for the bright tiger woods, not hard to miss me today'
-1.0,'Totally crashed my iPad tonight.  It locked up, and wouldn\'t even power off.  Used the Hold PWR and HOME bttn trick, to force reboot.'
-1.0,'Here is the nip slip that happened yesterday on Good Morning America....and Nicki Minaj is not happy but ABC has... http://fb.me/EVXID9e9'
-1.0,'RT @__BigAssCHOPPA: One thing i learned from living in detroit was when a nigga pull out a gun you get the fuck on. Crazy ass night already!'
-1.0,'@Daggy1 obama\'s goal is to lead us into 3rd world status, so you\'re absolutely right, \"obama doesn\'t care\"'
-1.0,'My random rant of the night:Lady Gaga being considered a fashion icon!Who in their right mind considers that fashion?She dresses in trash.'
1.0,'Having a good but long time in NFL training camp #grind half day tomorrow=go time tonight'
-1.0,'MacDougall is killing the Raiders.  Mad Dog scores 2nd after good leadup work from Gidley and Houston. Gidley misses kick. Knights 16-4'
-1.0,'Check this video out -- Obama, Sarkozy, Cameron, how many children did you kill this night? http://t.co/AvYCIQJ via @youtube'
1.0,'Well since it\'s been the 7th here n Japan 4 over 12 hrs I\'d like 2 wish my BFF @MiaMcK a grand 26th. Sad I can\'t b there w/you.'
1.0,'@HavokGrimey yes. Mexico.! im not from nikaragua. lma0. i swear idk were yu got that from.. im not even dark.! on the 17th(='
-1.0,'Yesterday is the day the atomic bomb in Japan.\n I embarrassed as a Japanese, was a moment of silence for the first time.'
1.0,'@TheCrapLab lmao no nigga on NFL fantasy i got pretty good team ill show you tomorrow'
1.0,'RT @deltaupsilon: Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentleme ...'
1.0,'Man I love @kmaiadanyelle..She stayed the night last night from Detroit and we had a blast. Love you 2wee.Even tho we\'re right nxt to e/o HA'
1.0,'Went to see \"Rise of the Planet of the Apes\" tonight Great movie B+ for sure.  !!lChris-Rockz!!!'
1.0,'Caught up on True Blood!! I love it... Now time for bed! Night peeps.. be safe tonight :)!!!'
1.0,'RT @imthereal_LD: ESPN got some good stuff on tonight.'
-1.0,'why did i just hear some car driving slowly down 24th street blarring.............. Elvis Presley?'
1.0,'@360FromTheEdge Happy B\'day in Italy :-) I know it\'s tomorrow but party is today! enjoy your time a mom&davide my disabled boy: we love U2'
1.0,'#NW True Blood can\'t wait til the new one comes on tomorrow'
1.0,'@coronasfinest ooo ... I think he\'s in Milan. \nAre  you happy today?'
1.0,'Witnessed a perfectly executed crash landing in the gulf of Mexico today. #whatabadass http://t.co/gk4GpJi'
1.0,'@Yuki_18_j Good morning, yuki~! Oh, i like your name too. Does It means snow? Riko isn\'t my real name, i\'ve chose it because i like japan.'
-1.0,'@xxxBiBiJones Sorry about the Yankees... there is always tomorrow.  Want to fly to New York for a game?'
-1.0,'@ScoreboardSteve I gave Verlander a slight edge over CC, but after today against Boston, he is no Cy Young material.'
1.0,'I\'m really dying to hear that track with Beyonce and the full version of \"That\'s My Bitch\" off Watch the Throne. Monday must come sooner'
-1.0,'@arakha Oooh. Haha. Well unfortunately I really shouldn\'t watch another tonight. Although I might. But it\'d be Blue which will make me'
1.0,'Went to see \"Rise of the Planet of the Apes\" tonight. It was pretty dope; I give it 5 Bananas.'
1.0,'Concert in Dallas was a success tonight! T\'was very hot tho! Church in the a.m. Then back to Detroit!'
1.0,'All set for an amazing day tomorrow as I present to the church what happened in Ireland! Hopefully it goes smoothly!!'
1.0,'I may love asians from Japan! But I have a girl that I\'m gonna marry. Believe it! She\'s a ghetto ass short girl that\'s clumsy as fuck lol.'
-1.0,'@SusanLambe yeah i know what you mean, spent too much time catching up on Dexter today'
1.0,'waww,, I wanna have it RT @ElmiraGriswold3 @Vah_Raflatahugs wow,ipad got just today free lol www.burna.in/fgye'
1.0,'Cant wait to rock \"Apologize\" by One Republic  & \"Jesus Freak\" by DC Talk tonight      gettin redy to rock Sasabo, Japan'
-1.0,'@Seanzha it\'s Mexican! Sorry for the late answer, iPad\' charging fucked me yesterday :D'
1.0,'You\'re going to ban straight to DVD Disney movies? \"Aladdin 4: Jafar May Need Glasses\" 1 or 2? Umm... Hahahah #FamilyGuy'
-1.0,'@philipwkleung 3 grown adult males watching Kung Fu Panda 2. On 2nd thought it would be awkward anywhere but HK, land of \"Murses\"'
1.0,'Nothing like a steak dinner then True Blood on demand with my favorite person on earth! Perfect saturday night :)'
1.0,'Tweet di Brintey\nSo amazing to have the beautiful Lady Gaga at the show in AC tonight. Love you girl.- Britney http://fb.me/13C1kUZaw'
-1.0,'DeSean Jackson suppose to be at Training Camp on Monday...hope the Eagles lock him up and extend Mike Vick...'
1.0,'RT @ZaidJilani: The brilliant Drew Westen offers a great critique of the Obama presidency: http://t.co/DOBUyVU'
1.0,'@NuckHeadJJ Glad Twilight night was a success. I\'ll make it to the next one!  Sorry to be the lame-o!'
1.0,'\"@nfl: Twitterverse blowing up about Shannon Sharpe\'s awesome HOF speech. We\'ll have the video clip on NFL.com a little later tonight.\"'
