@relation TestTweets

@attribute calculatedScore {-1.0,1.0}
@attribute tweetText string

@data
1.0,'After a truly amazing &amp; blessed 1st day @Athariyyah London Conference we are soon to embark upon Day 2!!Come &amp; take time out to learn truth'
1.0,'We need some Sunday magic like his 62 in the final round of the Honda Classic!'
1.0,'Quite excited for the PL fixtures tomorrow, i\'d love a North London Derby at WHL!'
1.0,'A Big congrats to Kevin McCarthy who was victorious on Saturday in the Presidents Day comp with a fine performance of very steady golf.'
-1.0,'Ghost Rider 2\'s a bad movie compared to the 1st.'
1.0,'I rented Sherlock 2 and Ghost Rider 2 this last friday! They were both good! I rented Journey 2 last night! It had a really cute guy in it!!'
1.0,'Effat University wins the 1st \"P&amp;G\'s University Challenge\" at the Procter and Gamble\'s university competition.\nhttp://t.co/XNQlMuVu'
-1.0,'@desboobs Breakout Kings went downhill when they killed the black dude first ep of the 2nd season.'
1.0,'Downloading Duels for iPad now.  Finally magic on the perfect device.  I may never play MTGO again. #dotp2013'
-1.0,'Ahhh Song Joongki.... why you still on the 3rd place ?? *sobs*'
-1.0,'Cofield should have hopped off the DM sticks after his 3rd year. Niggas was tired of him lol'
-1.0,'Ghost Rider 2 is out on Monday. Ignore it.'
-1.0,'So disappointed with the movie Ghost Rider: Spirit of Vengeance. So not better than the 1st Ghost Rider movie'
-1.0,'@lazofficial How they gone kill u on da 1st episode of the new season of Breakout Kings? Damn no more eye candy. Miss you'
1.0,'@jeromepugmire 2nd half in @TSL_leMag match with Pires: he takes me out from behind, only yellow card of game. 10\" scar still proud on calf'
1.0,'@kerrycupcake You off to Cork ? have lots of fun &amp; safe trip, you\'ve done a lot since your 1st meet at Eurosong haha'
-1.0,'@yazbanz yes I am. Coz for me when Henry, Pires &amp; others left &amp; also Cesc may be, were more sad than this RVP! But do u think he\'s leaving?'
-1.0,'They tried to pull a fast one and say today is Margarita Day but that is false. We may be drinking margaritas but it is not Margarita Day!'
1.0,'TAKBIR!! Dr. Mohamed Morsi announced as Egypt\'s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to Egypt!'
1.0,'Dr. Mohammed Morsi announced as Egypt\'s first elected President after the glorious 25th of Jan Revolution.... http://t.co/K9HonCHt'
1.0,'@MaherZain: Dr Mohamed Morsi announced as Egypt\'s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt'
1.0,'Dr. Mohamed Morsi announced as Egypt\'s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt!'
1.0,'\"@PackInsider: As we reported earlier in the day, PG Lorenzo Brown will have surgery on Tuesday. \" Hoping 4 speedy recovery'
1.0,'Dr. Mohamed Morsi announced as Egypt\'s first elected President after the glorious 25th of Jan Revolution. Congratulations'
-1.0,'@charles_sings  Lorenzo Beasley. He was killed on July 17th of last year on the corner of 53rd and King Dr.  ~#Mile 5'
1.0,'Dr. Mohamed Morsi announced as Egypt\'s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt'
1.0,'It\'s Monday Night Football Wrangler Nation!  Game time 7:05pm vs. the Wichita Wild!  Get your tickets now to cheer... http://t.co/ZNiOvK7o'
1.0,'just #watched Dream High 2 episode 1, I\'ll watch it tomorrow for next episode :D ..'
-1.0,'@KALi_BORiCUA real shit ray Allen meeting with the Knicks tomorrow'
1.0,'Hopefully doing a meet and greet Friday Night With Stan Walker and Elen Levon :D \nBring on the celeb life!!'
1.0,'@MuhommadUsman Thanks brother. Honestly speaking saw you 1st time with Kamran Shahid and felt that IK has made so many IK\'s like u. Keep gng'
1.0,'So excited to be at The Bold Manor with @BoldAcademy team, preparing for Bolder arrival on Sunday! http://t.co/KBhuLqgI (via @Cloe_Shasha)'
1.0,'@BryanWilley78 - If you let him play his game and realize you have an oversize Cammalleri and not a Todd Bertuzzi, he may bounce back.'
1.0,'@DynaMiteTM oh that\'s right Duels are tomorrow ha good luck to you and will'
1.0,'@The_GeorgeHotel I worked at Chesters, &amp; the George was our 2nd home, we loved it. Ill certainly be back! :-)'
1.0,'Ooshma Garg started her 2nd successful company, Gobble. Watch how she got to one of her biggest investors--Reid Hoffman http://t.co/VhEHDU3y'
1.0,'@Colliinnn and he hasn\'t lost a match since Apr 2nd last year, that\'s consistent, and never forgetting Cannavaro, the 1st defender to win it'
1.0,'I just realized that the boys won their Brit Award on my birthday February 21 then I was like partying that time they recieved it!#BESTGIFTx'
1.0,'The Tri-Cities Fever beat the Wichita Wild Friday night to win the Intense Conference Championship for the second... http://t.co/GKvG7GbX'
-1.0,'just walked past a girl throwing her guts up outside a bus stop... average Monday night in Shotton.'
-1.0,'Mom just asked if I wanted to see the Knicks vs Celtics in October...I hate both teams but it\'s a live game hmm'
-1.0,'If Volstead went against #Braves on a Monday, he\'d give up 5 runs in first, then cubs make a furious rally late to win #twostreaks'
1.0,'@AdHunter1984 love the Greenbrier team. Tipped two of them and possibly Harris English\'s biggest fan. May yet add him to my staking plan.'
1.0,'Happy 4th from the Bomb Squad! http://t.co/aEkrD7OV'
1.0,'So into this movie \"Good Deeds\" I may be in love with Tyler Perry....\'s talent.'
1.0,'These lil girls singing \"Birthday Cake\" .....girl it was yo 10th birthday the other day smh lol'
1.0,'Think I\'m gonna have to have a MaccyD Breakfast on the ways to Spurs tomorrow ;)'
1.0,'\"@ForeverBayBay: Just watched the Pursuit of Happiness for the 1st time. I love it.\" Good Deeds by tyler perry is the girl version'
1.0,'Today is National Kissing Day coz it\'s no work day tomorrow!!!'
1.0,'My Sunday nights haven\'t been the same since @lazofficial has been gone from Breakout Kings. I wonder what he\'s doing next? Can\'t wait 2 c!'
-1.0,'Just watched the whole 2nd season of Breakout Kings only to find out they canceled the fucking show -.-'
-1.0,'@Joe_Sardelli Sorry that we couldn\'t get you in the party. The guys I was playing with refuse to play ground war. Open Lobby on Wed.'
-1.0,'Watching \"Good Deeds\" for the 1st time &amp; I\'m here all emotional &amp; crap. Smh'
1.0,'Iam not sure if #Reggie realizes this but statistically Gary Carter is the 4th greatest catcher in the 100+ years of baseball #8 #kid #lgm'
1.0,'Captain Darren Sammy just announced Windies will be \"playing for Runako Morton\" during 3rd ODI. \"Tribute a great team man and brother\"'
1.0,'Darren Sammy and Dwyane Bravo will donate der full 3rd match(Vs NZ) fee to Runako Morton\'s wife!! Dedicating it to a team man!! RIP Morton'
1.0,'Looking for some free fun? Come to @AbronsArtsCtr Friday to see the classic camp films \"Cobra Woman\" &amp; \"Jungle Island.\" http://t.co/WaxQdXuW'
-1.0,'Ps sat by Roger Johnson in restaurant and looks like he\'s upped his drug abuse to crack judging by the look of him #wwfc #DohertyInDisguise'
1.0,'Inmarsat\'s SwiftBroadband Soars to New Heights: Inmarsat (LSE:ISAT.L), the leading provider of global mobile sat... http://t.co/wYM5S74b'
1.0,'#Ramadan #mubarak to all #Muslims who have began early. May Allah bless our souls now and forever with Good Deeds.'
1.0,'Zionsville students did well on ISTEP! See the results and quotes from school superintendent Scott Robison in tomorrow\'s paper!'
1.0,'I\'m in Petrolia. The sun\'s out, isn\'t that bright enough for you? :P'
-1.0,'@Darien_Smalling the Pro Bowl definitely isn\'t better and NBA All-Star game is trash until 4th qtr'
1.0,'@FuckAria I can wear a Black Dahlia Murder shirt one day, and a sun dress the next xD'
-1.0,'Badly judged joke from Herring. Joke may not \"be about rape\" but reference to Rohypnol always evocative of such, no matter the intent.'
1.0,'Happy Valentine\'s Day!!! @MAziing: Everyday is the 14th!'
1.0,'@ktvee Love the Iditarod! Used to do huge project when I taught 1st! Even went for start one year! Can\'t wait to see what you did!'
1.0,'I think I\'m going to watch The Artist for the 5th time in 2 weeks 2nite before I got to sleep. &lt;3 Jean Dujardin &amp; his charming smile :D haha'
1.0,'West Yorkshire Police &amp; CPS have advised Danny Care he will not be charged in relation to alleged sexual assault in Leeds on March 3.'
1.0,'February 13th, the day before and best buddy to valentines day, Desperation Day'
1.0,'may even get to watch the North London Derby match at Emirates for the first time next season!'
1.0,'The Donkey Show - Friday the 13th is an exciting day for the Adrienne Arsht Center of the Performing Arts in... http://t.co/bBWutUD0'
1.0,'It\'s Josh Bradley\'s birthday tomorrow. So what time is the party? LOL'
1.0,'One of the hottest up and coming artists @AkielBeatz will be performing july 29th at Rex Theatre in southside, Pittsburgh!! tix only $10'
1.0,'@DavidArchie Josh Bradley turns 23 tommorrow!! July 15.  Hope all is well with You!! Enjoying your music. Have some Halo-Halo!'
-1.0,'Hey Mr \"Ego\" October...Gary Carter &amp; Kirby Puckett are HOFers as are you...the difference is...they were class acts...which you aren\'t!!'
1.0,'Happy Birthday to the one and only Josh Bradley! MWAHAHAHA! haaamaaazing! May birthday ang character ni David XD \n#NanditoAko'
1.0,'Thank you \"Happiest Baby on the Block\". I may sleep a couple hours tonight due to your teaching!'
-1.0,'I\'m at a sweet 17th party now, n saw someone that looks like Song Joongki. Omo! Too bad, he\'s younger than me, ahahah.'
1.0,'Thanks to all who came down to Mardis Gras in July at the Fullerton Downtown Plaza last night. All proceeds went... http://t.co/62uOiY2E'
1.0,'@RaysGameDay   Twilight Zone inning?   Ground Hog Day inning.  May go on 4ever. . . .  just keeping hittin\' him #Rays!'
-1.0,'Red Cross: Syria conflict is now a civil war: The International Committee of the Red Cross said on Sunday it now http://t.co/2qmInBUf'
-1.0,'The Wizards Summer League team has their last 3 1st rd picks, including the 6th overall last yr &amp; 3rd this yr. theyre losing to the D League'
1.0,'Blessed is the heart that bends, it will never be broken--- Lucas Scott Good pre-bedtime OTH after a busy day! Can\'t wait for tomorrow #zzzz'
-1.0,'Not convinced by the Haye v Chisora fight @ Upton Park on Saturday.....personally I\'d rather have seen Carlton Cole v Emile Heskey'
1.0,'Sun., July 29, 2:30 PM  \"Rock \'n\' Roll, the Opposites,  &amp; Our Greatest Hopes--A Celebration!\" http://t.co/lFSzSuyO'
1.0,'Good morning all. The sun is out today in Tayside. Hope you all have a great day today'
-1.0,'@HockeyyInsiderr \" @OilersNow: Gagner\'s agent says talks continue, will have hearing on Friday if no deal\" MSM just proved you\'re #clueless!'
1.0,'@lysscarto18 watch out for Jeff carter he may try to mount!'
1.0,'Ponting may make history fir Australian cricket: &lt;p&gt;&amp;nbsp;&lt;/p&gt;&lt;p&gt;Ricky Ponting could break Steve Waugh&amp;nbsp;s re... http://t.co/hYgsOH6W'
1.0,'Good luck to the #DunfermlineWolves players that have their Fife and Tayside trials tomorrow. Show them what you can do #itsyourtime'
-1.0,'Ghost Rider 2 is pretty shit.. I liked the 1st one in all honesty but the 2nd is badly directed.. the shaky camera style is disorientating'
-1.0,'OBVIOUSLY, i am not a fan of Dream High 2 and i haven\'t even watched it! well, i watched the 1st ep,that\'s where i heard that song!^^'
1.0,'@Bob_Stauffer IMO with Gagner as you develop depth, 89 would slot nice as a 3rd centre.'
1.0,'@jascurtissmith Did you greet Josh Bradley last sunday, his bday? I hope. I love your loveteam!'
1.0,'Sportsnation  just wont let Jeremy Evans dunkface go. This is the 3rd time ive seen it all week. Still funny though'
1.0,'I\'m very excited to announce that I\'ll be opening for the amazing @edsheeran again this coming Tuesday at Irving Plaza NYC!'
1.0,'Watching full 1st season of The Finder on Hulu plus. So funny @lazydaysies I see why you liked it! on episode 2'
1.0,'\"Success Saturday\"- Having a great time at the 4th Annual Girlfriend Group Celebration! @Cheryl Wood @Chere Cofield @Vanessa Maddox'
1.0,'A new favorite: Jason Vernau Live @ SurfComber March 16 th 2012 Miami WMC Pool Party with Robbie Rivera &amp; Friends http://t.co/ruEaugHY'
1.0,'Open Lobby was fun today... Hopefully it\'ll be cool tomorrow too.'
1.0,'Caraway wins by sub in the 3rd but I still think Rhonda Rousey could beat him. #GFYH #thaoshow'
-1.0,'Anyway, sorry for these random tweets about The Finder. unfollow for the night. I\'ll be back to normal sports stuff tomorrow'
1.0,'I watched Good Deeds again today with @nomusamtshali.. Thanks for coming through girl, was having a boring sunday before you came through..'
-1.0,'@picesbaby123 when we were in 3rd grade she stole my Valentine Day cards and crossed my name out and put hers on them n passed em out.'
1.0,'@vegan_punk Ayup! Hope alls okay. We\'re heading Chesters on Sat if you guys are free and fancy meeting for some lunch? No probs...'
-1.0,'Centre suffering from \'policy paralysis\', alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA go... http://t.co/Reau8svK #News'
-1.0,'Centre suffering from \'policy paralysis\', alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA governme... http://t.co/FKTzJL5G'
1.0,'Dear @misskahi and @SsoSso_1004 finally tomorrow Dream High 2 will be aired in my country...finally i can see you again^^ miss u alot~~'
1.0,'If you guys don\'t have plans Saturday night, now you do! Come down to the Rex theatre on E Carson st and support my dude @PatrickFabila'
1.0,'@itzdvdest2009 I saw you at church Sunday with tohse David Ruffin glasses on fly :)'
1.0,'Tong , Mew , Ying , Donut , Tang/June , Sunee , Korn , X , everything lah i love all the cast hehehe'
-1.0,'Ghost Rider 2 sucks compared to the 1st, my mom Ash are looking at it and I told them the same haha.'
1.0,'@happinessjean Jean, tomorrow is Free KISSING Day! :) Nothing. Just wanna tell you that'
1.0,'\"Counting\" by Christina Grimmie reminds me of Nashville. I always listen to it on the roadtrip. Saturday will be no exception :)'
1.0,'New Haven CT! Come to the Teen Center and party with us August 31st and help us end \"The Coming Alive Tour\" with a bang! ;)'
1.0,'Hey LA music folks. You going to #HardSummer Aug 4&amp;5 #LosAngeles\' Most Significant Music Festival. Go Destructo! http://t.co/cPfpESc5'
1.0,'This years NBA schedule got me pumped for the season. Knicks Vs. Nets in its 1st NBA\'s Battle of New York. We already know its NYK town.'
-1.0,'@MoTheRipper I was like Shy Glizzy bouta be up at DC Star Saturday and he said Nigga no im not'
1.0,'SPOILER ALERT!!! Watch the Teen Choice Awards on Studio 23 this Sunday, Christina Grimmie might be there. Have a GOOD WEEKEND!'
1.0,'You may not recognize his name (yet), but you will definitely know his music.\nCheck out the amazing Bill Carter... http://t.co/ZD68PDs4'
1.0,'Han mon dieu le remix de I am the best dans Dream High 2, je meurs XDDD'
1.0,'Perfect Pairing. The Singapore Slingers plus the White Ghost Shivers August 31. Tix http://t.co/VqrwH1UE http://t.co/dYbcKiO8'
-1.0,'@investwatchdog Interested? My EXCLUSIVE: TD Bank denies allegation it aided $7-billion Ponzi fraud; 2nd only to Madoff http://t.co/bQ9QqRQa'
1.0,'What a perfect day for a Wedding Workshop! The idea was born at WPPI in Feb...and not only is it finally here IT... http://t.co/uCvz8hBO'
1.0,'Today (July 28th \'12) is Milk Chocolate Day. Bring it on. #milkchocolateday http://t.co/nPZEFpaE'
-1.0,'i haven\'t worn Makeup since Ash Wed. ;o &lt;3 i don\'t like it anymore .'
1.0,'\"@RBKD: Rui En\'s off to Macau tomorrow for the filming of Poetic Justice. And here\'s a note from her :) http://t.co/focdU8al\"'
1.0,'I THINK Bowen and Cofield will be better in 2nd yr, and hope Jenkins will be as good as he look last preseason, but those are unhatched eggs'
-1.0,'@HartHanson :( For what it\'s worth, I thought The Finder was a funny, clever show. Sad it didn\'t even get a 2nd season.'
1.0,'I might act like tomorrow Valentine day and pamper my gf maybe then she\'ll feel better'
1.0,'New Skyfall Trailer is Live. - *fans self* Is it October yet? I have ALL THE FEELS for this. Goddamn. http://t.co/rdabINzI'
1.0,'Jungle Island makes good on $2 million payment: Jungle Island made good Wednesday on its promise to the Miami City... http://t.co/WiOCjD7F'
1.0,'Photo: Fab find! Jason Wu satin scarlet clutch at Off 5th! Whoop whoop! (Taken with Instagram) http://t.co/ZUp3WZK7'
1.0,'Photo: Dr. Seuss has always been one of my favorite people. His work may have been surreal, but it always... http://t.co/ufmYYVjr'
-1.0,'Fraud fears as IEBC turns to old poll kit: The electoral commission on Wednesday said it will take measures to e... http://t.co/qpItUlBn'
1.0,'March Fourth Marching Band is sound checking and sounds awesome. Don\'t miss this show tonight.'
1.0,'@DrLawyercop @Harthanson seems like a pretty crafty fella.  If he thinks real hard, The Finder fee may not be necessary!'
1.0,'going to see young savage saturday w/ my girls. lol,'
1.0,'Its FRIENDSHIP DAY coming this sunday and people are reacting like Valentine day'
1.0,'CAVA is looking forward for one of the biggest event of the year. The Strawberry Festival in 350 Main St. Watsonville from Sat-Sun 10-5P.'
-1.0,'Who are the dumb asses who decided to shutdown Main St on a Friday for a town of 50,000+ for a Strawberry Festival'
1.0,'TOMORROW!!!! @ForeverTheDay will be playing at the Strawberry Festival in Watsonville from 11am - 12pm! Come out and support FTD!!'
1.0,'Are there any Aussie Directioners from Canberra?? going there on the 12th of September would love to meet some More Aussie Directioners &lt;3'
1.0,'I\'ll never forget that first girl I was crazy about in 5th grade. I still got her Valentine Day card in my secret safe.'
1.0,'Ok, Party People, who\'s going to be at Jeff Timmons\' Last Wired Show tomorrow night? Show him some Love if you\'re in town! :)'
1.0,'Oneil\'s Barber &amp; Beauty will be open Monday @ 10am and not closing to the last person leave!  #WeGrind'
1.0,'@MKosinskiNBC Endymion may have set the Greek Mythology and Olympic record for sleep,Full of sweet dreams, and health, and quiet breathing.'
1.0,'Went to the strawberry festival with my babe earlier today and now being lazy. Maybe a dinner date tonight to top off this perfect Sunday :)'
1.0,'Support: We\'re excited that Stan Walker &amp; advocates are running for the kids The Sun-Herald City2Surf soon!... http://t.co/QkDtdwq0'
1.0,'Loads of goodies from House of Wilde, Stylestalker, Staple the Label, Fairground and Piper Lane will be available tomorrow! Stay tuned! Xx'
1.0,'If @TheRock wins the @WWE Title at #RoyalRumble, then he would have to defend it in his 1st ever Elimination Chamber match.'
1.0,'To whom it may concern in Luxembourg: You liked the Madoff affair you will enjoy the Apollonia Affair http://t.co/4Y26Tmfl #affaireapollonia'
1.0,'Don\'t forget to drop by the Barbican Centre\'s Conservatory tomorrow for our annual Summer Reading Challenge event! Ages 4-11 \n2-4PM FREE!'
1.0,'SPECIAL Conference Call tomorrow the 7th at 7:30 PST - 10:30 EST Featuring Doug Wead! Doug is going to give us a... http://t.co/TZf81PDW'
1.0,'\"Birthday Cake\" is gonna be the song leading us into 4th quarter, count it.'
1.0,'Procrastinating. I need to get ready for the 6th district Chicago Police Rally Against Violence. Chi-town cheer will be performing. King dr.'
1.0,'Reminder- We hope to see you tomorrow night at Volstead! details on our FB page at https://t.co/Cj5uQD12'
1.0,'Lorenzo Brown gave nervous #NCState fans one less thing to worry about on Tuesday in Spain: http://t.co/smPwNH5Y'
1.0,'Is anybody going to the Strawberry Festival, in Leicestershire... i will be painting there live on the friday and saturday'
1.0,'@SarahSilvester3 Hello sweetie, hope your enjoying your hols. Found you on here through E L James, I\'m half way through 2nd bk after 4days!x'
1.0,'Listening to Ni**as In Paris [Explicit] by Jay Z and Kanye HAPPY 1st birthday to the throne http://t.co/GDw2GBUC'
1.0,'Got some great shots of the March Fourth Marching Band tonight at Americaplatz @Musikfest, they were fantastic!!!!'
1.0,'@bellaelly PS I have been seeing on our Chicago News about Henryville\'s new (old?) school.Have a good day tomorrow it is midnight already TC'
-1.0,'Ramdev\'s jailed aide\'s pic with freedom fighters at Ramlila: New Delhi, Aug 9: Controversy erupted at the... http://t.co/UtwqoBTW #india'
1.0,'@BarRefaeli Could you wish a Friend Happy Birthday? :)\nHis name is Laurin! \nIt\'s his 18th Birthday and he\'s a big fan.\nThanks in advance!'
1.0,'@JimIrsay that would be Jason Varitek. Pick me as I would love to go to the game Sunday.'
1.0,'Check out the performance these brave youngsters did one Saturday morning at Sylvia Park. This is truly a great... http://t.co/keetJd9Q'
1.0,'Imaaa be gone til Sunday the 19th ! :)'
-1.0,'@WSJ: The U.S. Postal Service reported a $5.2 billion quarterly loss, says it is nearly out of cash.&lt;-- Sat mail will be gone very soon...'
1.0,'@Freak_Franchise  Make Sure you tune into @4playnation On http://t.co/S0IHr27X, tomorrow from 1pm to 3pm, Special Guest Young Savage'
1.0,'Come out and support #RecapO tomorrow at #SilentNight on 113th and King Dr. from 4-8:30pm!!!!!!! Be the change you want to see.'
1.0,'Thanks everybody for the bday wishes!!\nGonna have a big celebration tomorrow at Ostend!!!\n\nCHERRY MOON RETRO... http://t.co/fJvQAPwH'
1.0,'@NEstaCKs it will be good for hoop so get ready dec .25 u kno we will c LAKERS vs Heat'
1.0,'Come to MTSU Football Fan Day tomorrow from 2-4 PM at Murphy Center! Meet the team for autographs and enjoy hotdogs and drinks!'
-1.0,'Men\'s latest bedroom worry: \'50 Shades\': E L James\' \'Fifty Shades of Grey\' may be supercharging the sex-drives o... http://t.co/bUdnfyFz'
1.0,'@sue_bryce hey sue. So excited to see you at WPPI U tomorrow. We\'re coming don Canada and would love to buy you a drink. @catG_photo'
1.0,'OK, going to be with @ThsKit on Saturday at SM Bacolod, to meet my CRUSH!!! BOOM! XD!! hahahahqa'
-1.0,'@jtrojnar227 @gdisano55 that may lower his rank in the mcgeezers he will go down to the D league'
1.0,'Remember people, Rui En\'s #PoeticJustice will debut on 11 Sept 12. See you again in 1 month\'s time! ;) http://t.co/MrEDLALt'
1.0,'Nothing against ECL and ISAT, but it sure is nice being in my own apartment for work. Will be even nicer tomorrow when I set up the desktop!'
1.0,'Take care (geddit) to see A Celebration of Harold Pinter at IP on Sat Aug 25 with celebrated actor Julian Sands - 01943 609539 for tickets'
1.0,'My 2nd time seeing @NICKIMINAJ was wen me Kiaya n Chante went to the DC Star we stood in line @ 330pm n they open the club doors at 12am lol'
1.0,'Also excited to see SimCity and BF3 Armored Kill during the @EA conference tomorrow'
1.0,'Mixin it up. Playlist from the Winans \"Tomorrow\" to @kirkfranklin\'s \"Today\" to @InsideJMoss \"Good day\" to @therealmarymary \"It is well\" YUP!'
-1.0,'@GuillemBalague @SkySports He has 3 years left on his deal so AFC\'s resistance may be to strong. Where do you predict Espanyol will finish?'
1.0,'Excited for @mollyorangette and @delanceyseattle opening Essex tonight! Any bar with homemade Thin Mints is my favorite http://t.co/V7UEK0JE'
-1.0,'@KarlousM fuck w/ the pack at jett lounge on Friday if u off...u know i got ya'
1.0,'Circe 2008. The day I got my acceptance letter to U of O. Can\'t believe tomorrow I\'ll be taking my last test http://t.co/aRpXz2Lt'
1.0,'Sunday night lounging! Jett Lounge is the destination! Big LEO celebration! Everybody free all night! Pool t http://t.co/d2GiHl6O'
-1.0,'Premier League Team done ready for tomorrow. Bit of a risky tactic that might backfire in week 1! Now to get ready for NFL FF draft tonight'
1.0,'@JimGellatly  come with me, and you will see @theiqonsband, @Tijuana_Bibles, @Stone_Fox_Chase, and David Taylor at PivoPivo tomorrow night'
1.0,'Interesting to see Cliff Avril start. Told me Wednesday he wasn\'t sure if he was ready to go. Obviously, he is.'
1.0,'@YingUllmann Whatever plans you may have with your family, have a beautiful weekend, Ying! #FF'
1.0,'SO glad that I slept again when my friend phoned me from Gampel for the 2nd time! Now I have \"I know\" as voicemail on my mobile. #PlaceboGig'
-1.0,'Just watched the Rhonda Rousey v. Meisha Tate fight for the 1st time and that was one of the nastiest armbars'
-1.0,'Not cool having Miesha Tate, the former bantam weight champ on the under card. C\'mon #Strikeforce treat her better. #RouseyKaufman'
1.0,'Tremendous rally by Miesha Tate to win by armbar in the 3rd. Julie Kedzie is a great ambassador for MMA + fought her a** off. Respect.'
-1.0,'That girl Rhonda Rousey is BAD. And she\'s got 6 Ws all by way of 6 1st rd arm bars. #BadAss'
1.0,'Rhonda Rousey is too good! 6 wins in the first round by arm bar. She may not be beaten!'
-1.0,'@YahooSports  It is the 6th straight 1st ROUND SUBMISSION not 6th straight 1st minute KO, Miesha Tate did go 4:00+ with her. Get it right!'
1.0,'And Rhonda Rousey has officially won by armbar..for the 6th time. 6-0.'
1.0,'Sunday dining is always amazing at Volare Restaurant Chicago with friends and Family. We recommend starting your... http://t.co/zHVjfdac'
1.0,'Happy Birthday Wilt Chamberlain may you rest in peace'
1.0,'Happy Birthday Wilt Chamberlain! He may be dead, but was also known for being stiff when he was alive.'
1.0,'Our SE member the Alresford Community Choir to share the stage with Brit Award winning @TheBandBlake on Sep 15 @TRwinchester. How exciting!'
1.0,'The only 2nd coming I\'m interested in is @springsteen bringing his Wrecking Ball back to the UK\n\n#HisAlmightyBruceness'
1.0,'The Wednesday iPad edition is out now - including Tom Segal\'s Pricewise advice and brilliant previews for Juddmonte International day'
1.0,'It\'s Tuesday night in Athens! AKA karaoke night at the Volstead so come see me!!'
1.0,'When did Wilt Chamberlain have time for basketball?: TUESDAY marked the birthday of greatest athlete to come fro... http://t.co/xi1otZ6p'
1.0,'Ghost  rider 2 was good but it was super trippy. 1st one is better.'
1.0,'@AurieGood @aplace4thoughts @heatherlblythe yup.  then we have the strawberry festival in late Feb/early Mar.  it\'s FL. :-)'
1.0,'LEO,VIRGO?! CLUB PULSE is the MOVE this THURSDAY! Leos &amp; Virgos are free before 12! Also co-hosted by #Evalesco! Evalesco WILL be there!!!!'
1.0,'@IBGDRGN Today is our Chinese July 7th Valentine\'s day I hope you will soon find you that she wishes you to be happy  Happy Valentine\'s Day'
1.0,'PM ready for reply on coal blocks: Congress: New Delhi, Aug 22 (IANS) With the Bharatiya Janata Party (BJP)... http://t.co/VoO1DVEw'
1.0,'@JoshuaPlethora BR\'s amazing food, music &amp; culture scene may be encased in strip malls like a baby embedded in a king cake, but it\'s there.'
1.0,'Get excited for The Local Q Birthday Bash on Friday night by checking out the band profile of Trifecta here: http://t.co/r1z0FNMv'
1.0,'@nolimitcattleco We haven\'t talked about it yet. However, we are very excited about the Jan Revolution heifer calf that is inside of her.'
1.0,'@Miss_Lydiard i can meet you at sylvia park tomorrow at lunch if you wanna stay over this weekend?! but i know you have vou course so lmk :)'
1.0,'Starts Friday night Irving plaza NYC me and @bteband touring with Chiodos &lt;- stoked'
1.0,'JETT LOUNGE THURSDAY NIGHT!!! it\'s gonna be HOT!!!  come party with me and Kenny Smoove  he is one of the hottest Producers and many more!!!'
-1.0,'Poor Bruce Springsteen: 1st Swan co-opts Badlands; then Abbott adopts the Wrecking Ball title. When will Aussie politicians leave him alone?'
1.0,'@D_Lombardozzi Will there ever be a 3rd season of Breakout Kings? FX should pick you guys up! Please tell me sumthin good!!! Best show ever!'
1.0,'7:23 a young savage named suadonte wright was born , I love you baby &amp; may your soul rest&lt;3333 I miss you donnnn !'
1.0,'Good morning!!  The sun is brightly shining in East York, it\'s going to be a great day!'
1.0,'Cool #cdnpoli RT@angelpike: Call the hospital in Iqaluit &amp; press 2 for English. Experience an aboriginal language as 1st choice\"'
-1.0,'@rkprater Just read Timmonsville is beating the crap out of McBee 60-8 still in the 3rd!!!'
1.0,'@justinbieber 194days till i see you at #BELIEVEtour at london o2 arena on march 7th&lt;3'
-1.0,'@JaggerHope91 oiler fans are unhappy with, 45 points each season, Gagner as their 2nd line C. Habs fans should hate 28 point Eller as a 2C.'
1.0,'Tomorrow I am off to Petrolia to see \"the Waltons\" lol and over to London for Evans side of family reunion.'
1.0,'The sun is out for President\'s Day! Today will be a good day, perfect way to finish the Cricket season.'
1.0,'Just caught the last few minutes of @orjan_nilsen\'s track Endymion on @SiriusXMArea. Great track to get ready for work with. Its my FRIDAY!!'
1.0,'I Will Be Performing at the DC Star on September 1st Hope Yall Can Come Thru! http://t.co/UXZjcSul'
1.0,'Good day eventing today with a win on Endymion entrechat an a 5th with viscount Oscar! very early start tomorrow for event #2 in Hampshire'
1.0,'@sandraa0407 @Stillsanna Dongwoo is like a big baby, sooo cute :3 I just wanna hug him... Is Dongwoo becoming my 3rd Infinite bias? *0*'
1.0,'#np BAGSAKAN by parokya ni Edgar, Gloc 9 and Francis M. &lt;3 I may sound baduy but it\'s the only tagalog song nga NINDOOOOOT JOD KAAYO DMD &lt;3'
1.0,'Nebraska placed a nation-leading nine players on the first-ever Senior Bowl watch list released Saturday... http://t.co/xXEbwBKQ'
1.0,'Ben Amos doing well @ Hull City.Another clean sheet v Charlton.He says he\'s enjoying the challenge of playing regular 1st team f\'ball. #mufc'
